 	رده:انجمن سرطان آمریکا	Category:American_Cancer_Society	American_Cancer_Society
@@1	رده:انتخابات در آنتیگوآ و باربودا	Category:Elections_in_Antigua_and_Barbuda	 
@@1	رده:انتخابات در بوسنی و هرزگوین	Category:Elections_in_Bosnia_and_Herzegovina	 
@@1	رده:انتخابات در گرنادا	Category:Elections_in_Grenada	 
@@1	رده:انتخابات در مجارستان	Category:Elections_in_Hungary	 
@@1	رده:انتخابات در مالی	Category:Elections_in_Mali	 
@@1	رده:انتخابات در موناکو	Category:Elections_in_Monaco	 
@@1	رده:انتخابات در پاراگوئه	Category:Elections_in_Paraguay	 
@@1	رده:انتخابات در رواندا	Category:Elections_in_Rwanda	 
@@1	رده:انتخابات در سیرالئون	Category:Elections_in_Sierra_Leone	 
@@1	رده:انتخابات در اسلوونی	Category:Elections_in_Slovenia	 
@@1	رده:انتخابات در توگو	Category:Elections_in_Togo	 
@@1	رده:انتخابات در ترکمنستان	Category:Elections_in_Turkmenistan	 
@@1	رده:اقوام در یوگسلاوی	Category:Ethnic_groups_in_Yugoslavia	 
@@1	رده:اروپا در جنگ جهانی دوم	Category:Europe_in_World_War_II	 
@@1	رده:قحطی‌ها در هند بریتانیا	Category:Famines_in_British_India	 
@@1	رده:سیاست‌های راست تندرو در کرواسی	Category:Far-right_politics_in_Croatia	 
@@1	رده:جشنواره‌ها در لائوس	Category:Festivals_in_Laos	 
@@1	رده:نخستین ملت در آلبرتا	Category:First_Nations_in_Alberta	 
@@1	رده:نخستین ملت در بریتیش کلمبیا	Category:First_Nations_in_British_Columbia	 
@@1	رده:ورزش فوتبال در آمستردام	Category:Football_in_Amsterdam	 
@@1	رده:ورزش فوتبال در بانکوک	Category:Football_in_Bangkok	 
@@1	رده:ورزش فوتبال در پکن	Category:Football_in_Beijing	 
@@1	رده:ورزش فوتبال در مسکو	Category:Football_in_Moscow	 
@@1	رده:ورزش فوتبال در مونیخ	Category:Football_in_Munich	 
@@1	رده:جنگل‌داری در هند	Category:Forestry_in_India	 
@@1	رده:آزادی گفتار در مصر	Category:Freedom_of_speech_in_Egypt	 
@@1	رده:معماری نئوگوتیک در لهستان	Category:Gothic_Revival_architecture_in_Poland	 
@@1	رده:بناهای فهرست شده درجه ۱ در ساری (انگلستان)	Category:Grade_I_listed_buildings_in_Surrey	 
@@1	رده:قطار تندرو در کانادا	Category:High-speed_rail_in_Canada	 
@@1	رده:آموزش عالی در بنگلادش	Category:Higher_education_in_Bangladesh	 
@@1	رده:تاریخ راه‌آهن در هند	Category:History_of_rail_transport_in_India	 
@@1	رده:حقوق بشر در آنگولا	Category:Human_rights_in_Angola	 
@@1	رده:حقوق بشر در بولیوی	Category:Human_rights_in_Bolivia	 
@@1	رده:حقوق بشر در بوتسوانا	Category:Human_rights_in_Botswana	 
@@1	رده:حقوق بشر در شیلی	Category:Human_rights_in_Chile	 
@@1	رده:حقوق بشر در غنا	Category:Human_rights_in_Ghana	 
@@1	رده:حقوق بشر در سوازیلند	Category:Human_rights_in_Swaziland	 
@@1	رده:حقوق بشر در ویتنام	Category:Human_rights_in_Vietnam	 
@@1	رده:قاچاق انسان در کانادا	Category:Human_trafficking_in_Canada	 
@@1	رده:هایپریون در ادبیات داستانی	Category:Hyperion_in_fiction	 
@@1	رده:صنعت در مصر	Category:Industry_in_Egypt	 
@@1	رده:شورشگری در شمال شرق هند	Category:Insurgency_in_Northeast_India	 
@@1	رده:اینترنت در اتیوپی	Category:Internet_in_Ethiopia	 
@@1	رده:ایرلند در جنگ جهانی دوم	Category:Ireland_in_World_War_II	 
@@1	رده:اسلام در آچه	Category:Islam_in_Aceh	 
@@1	رده:اسلام‌هراسی در کانادا	Category:Islamophobia_in_Canada	 
@@1	رده:جینیسم در پاکستان	Category:Jainism_in_Pakistan	 
@@1	رده:جودو در برزیل	Category:Judo_in_Brazil	 
@@1	رده:شوالیه‌های معبد در فرهنگ عامه	Category:Knights_Templar_in_popular_culture	 
@@1	رده:فرهنگ دگرباشی جنسی در آرژانتین	Category:LGBT_culture_in_Argentina	 
@@1	رده:کشتارها در الجزایر	Category:Massacres_in_Algeria	 
@@1	رده:استخراج معدن در گینه	Category:Mining_in_Guinea	 
@@1	رده:هنرهای رزمی ترکیبی در ژاپن	Category:Mixed_martial_arts_in_Japan	 
@@1	رده:صومعه‌ها در اسپانیا	Category:Monasteries_in_Spain	 
@@1	رده:مونوریل‌ها در روسیه	Category:Monorails_in_Russia	 
@@1	رده:شهرداری‌ها در برونئی	Category:Municipalities_in_Brunei	 
@@1	رده:مدارس موسیقی در هند	Category:Music_schools_in_India	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان بلمون، اوهایو	Category:National_Register_of_Historic_Places_in_Belmont_County,_Ohio	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان برکشایر، ماساچوست	Category:National_Register_of_Historic_Places_in_Berkshire_County,_Massachusetts	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان دباکا، نیومکزیکو	Category:National_Register_of_Historic_Places_in_De_Baca_County,_New_Mexico	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان گریمز، تگزاس	Category:National_Register_of_Historic_Places_in_Grimes_County,_Texas	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان جکسون، آیووا	Category:National_Register_of_Historic_Places_in_Jackson_County,_Iowa	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان سن ژواکین، کالیفرنیا	Category:National_Register_of_Historic_Places_in_San_Joaquin_County,_California	 
@@1	رده:مکان‌های تاریخی ثبت ملی شده در شهرستان سوبلت، وایومینگ	Category:National_Register_of_Historic_Places_in_Sublette_County,_Wyoming	 
@@1	رده:ملی‌گرایی در کانادا	Category:Nationalism_in_Canada	 
@@1	رده:انرژی هسته‌ای در مصر	Category:Nuclear_energy_in_Egypt	 
@@1	رده:انرژی هسته‌ای در پاکستان	Category:Nuclear_energy_in_Pakistan	 
@@1	رده:اپرا در چین	Category:Opera_in_China	 
@@1	رده:ارتدوکس مشرقی در ارمنستان	Category:Oriental_Orthodoxy_in_Armenia	 
@@1	رده:ارتدوکس مشرقی در روسیه	Category:Oriental_Orthodoxy_in_Russia	 
@@1	رده:پارک‌ها در مانیل	Category:Parks_in_Manila	 
@@1	رده:آموزش هنرهای نمایشی در استرالیا	Category:Performing_arts_education_in_Australia	 
@@1	رده:فقر در بنگلادش	Category:Poverty_in_Bangladesh	 
@@1	رده:فقر در پاکستان	Category:Poverty_in_Pakistan	 
@@1	رده:فقر در ویتنام	Category:Poverty_in_Vietnam	 
@@1	رده:کشتی حرفه‌ای در ژاپن	Category:Professional_wrestling_in_Japan	 
@@1	رده:تن‌فروشی در کره شمالی	Category:Prostitution_in_North_Korea	 
@@1	رده:نشر در چین	Category:Publishing_in_China	 
@@1	رده:نژادپرستی در پرتغال	Category:Racism_in_Portugal	 
@@1	رده:ایستگاه‌های راه‌آهن در دانمارک	Category:Railway_stations_in_Denmark	 
@@1	رده:رالی در ایتالیا	Category:Rallying_in_Italy	 
@@1	رده:جمهوری‌خواهی در نیوزیلند	Category:Republicanism_in_New_Zealand	 
@@1	رده:جاده‌ها در آلبرتا	Category:Roads_in_Alberta	 
@@1	رده:جاده‌ها در بریتیش کلمبیا	Category:Roads_in_British_Columbia	 
@@1	رده:جاده‌ها در منیتوبا	Category:Roads_in_Manitoba	 
@@1	رده:جاده‌ها در ساسکاچوان	Category:Roads_in_Saskatchewan	 
@@1	رده:راگبی ۱۵ نفره در آفریقای شرقی	Category:Rugby_union_in_East_Africa	 
@@1	رده:راگبی ۱۵ نفره در لهستان	Category:Rugby_union_in_Poland	 
@@1	رده:مدرسه‌ها در مونتسرات	Category:Schools_in_Montserrat	 
@@1	رده:دریا در فرهنگ	Category:Sea_in_culture	 
@@1	رده:آیین سیک در پاکستان	Category:Sikhism_in_Pakistan	 
@@1	رده:برده‌داری در پاکستان	Category:Slavery_in_Pakistan	 
@@1	رده:برده‌داری در اسپانیا	Category:Slavery_in_Spain	 
@@1	رده:ورزش در اتاوا	Category:Sport_in_Ottawa	 
@@1	رده:کنیسه‌ها در لهستان	Category:Synagogues_in_Poland	 
@@1	رده:مخابرات در نپال	Category:Telecommunications_in_Nepal	 
@@1	رده:شماره‌های تلفن در پاکستان	Category:Telephone_numbers_in_Pakistan	 
@@1	رده:تلویزیون در مجارستان	Category:Television_in_Hungary	 
@@1	رده:تروریسم در بنگلادش	Category:Terrorism_in_Bangladesh	 
@@1	رده:تئاتر در شیکاگو	Category:Theatre_in_Chicago	 
@@1	رده:انرژی کشندی در اسکاتلند	Category:Tidal_power_in_Scotland	 
@@1	رده:اتحادیه‌های صنفی در استرالیا	Category:Trade_unions_in_Australia	 
@@1	رده:اتحادیه‌های صنفی در مصر	Category:Trade_unions_in_Egypt	 
@@1	رده:ترابری در مون‌پلیه	Category:Transport_in_Montpellier	 
@@1	رده:ترابری در اورلئان	Category:Transport_in_Orléans	 
@@1	رده:حق رأی زنان در استرالیا	Category:Women's_suffrage_in_Australia	 
@@1	رده:حق رأی زنان در کانادا	Category:Women's_suffrage_in_Canada	 
@@1	رده:سال‌ها (میلادی) در بورکینافاسو	Category:Years_in_Burkina_Faso	 
@@2	رده:انگلستان در ۱۱۸۲ (میلادی)	Category:1182_in_England	 
@@2	رده:انگلستان در ۱۱۸۹ (میلادی)	Category:1189_in_England	 
@@2	رده:انگلستان در ۱۱۹۴ (میلادی)	Category:1194_in_England	 
@@2	رده:هند در ۱۵۰۷ (میلادی)	Category:1507_in_India	 
@@2	رده:هنر در ۱۵۱۴ (میلادی)	Category:1514_in_art	 
@@2	رده:هنر در ۱۵۴۵ (میلادی)	Category:1545_in_art	 
@@2	رده:هنر در ۱۵۴۸ (میلادی)	Category:1548_in_art	 
@@2	رده:فرانسه در ۱۵۸۹ (میلادی)	Category:1589_in_France	 
@@2	رده:انگلستان در ۱۶۱۳ (میلادی)	Category:1613_in_England	 
@@2	رده:انگلستان در ۱۶۱۴ (میلادی)	Category:1614_in_England	 
@@2	رده:سوئد در ۱۶۲۷ (میلادی)	Category:1627_in_Sweden	 
@@2	رده:انگلستان در ۱۶۳۱ (میلادی)	Category:1631_in_England	 
@@2	رده:سوئد در ۱۶۳۱ (میلادی)	Category:1631_in_Sweden	 
@@2	رده:فرانسه در ۱۶۴۲ (میلادی)	Category:1642_in_France	 
@@2	رده:انگلستان در ۱۶۴۳ (میلادی)	Category:1643_in_England	 
@@2	رده:فرانسه در ۱۶۴۳ (میلادی)	Category:1643_in_France	 
@@2	رده:سوئد در ۱۶۴۴ (میلادی)	Category:1644_in_Sweden	 
@@2	رده:انگلستان در ۱۶۴۷ (میلادی)	Category:1647_in_England	 
@@2	رده:فرانسه در ۱۶۴۷ (میلادی)	Category:1647_in_France	 
@@2	رده:فرانسه در ۱۶۴۹ (میلادی)	Category:1649_in_France	 
@@2	رده:فرانسه در ۱۶۵۰ (میلادی)	Category:1650_in_France	 
@@2	رده:اسکاتلند در ۱۶۵۳ (میلادی)	Category:1653_in_Scotland	 
@@2	رده:انگلستان در ۱۶۵۴ (میلادی)	Category:1654_in_England	 
@@2	رده:انگلستان در ۱۶۵۸ (میلادی)	Category:1658_in_England	 
@@2	رده:هنر در ۱۶۵۸ (میلادی)	Category:1658_in_art	 
@@2	رده:انگلستان در ۱۶۵۹ (میلادی)	Category:1659_in_England	 
@@2	رده:فرانسه در ۱۶۵۹ (میلادی)	Category:1659_in_France	 
@@2	رده:دانمارک در ۱۶۶۰ (میلادی)	Category:1660_in_Denmark	 
@@2	رده:سوئد در ۱۶۶۰ (میلادی)	Category:1660_in_Sweden	 
@@2	رده:انگلستان در ۱۶۶۱ (میلادی)	Category:1661_in_England	 
@@2	رده:فرانسه در ۱۶۶۴ (میلادی)	Category:1664_in_France	 
@@2	رده:فرانسه در ۱۶۶۷ (میلادی)	Category:1667_in_France	 
@@2	رده:سوئد در ۱۶۶۸ (میلادی)	Category:1668_in_Sweden	 
@@2	رده:دانمارک در ۱۶۷۱ (میلادی)	Category:1671_in_Denmark	 
@@2	رده:انگلستان در ۱۶۷۲ (میلادی)	Category:1672_in_England	 
@@2	رده:فرانسه در ۱۶۷۳ (میلادی)	Category:1673_in_France	 
@@2	رده:انگلستان در ۱۶۷۴ (میلادی)	Category:1674_in_England	 
@@2	رده:فرانسه در ۱۶۷۴ (میلادی)	Category:1674_in_France	 
@@2	رده:سوئد در ۱۶۷۶ (میلادی)	Category:1676_in_Sweden	 
@@2	رده:فرانسه در ۱۶۷۷ (میلادی)	Category:1677_in_France	 
@@2	رده:انگلستان در ۱۶۷۸ (میلادی)	Category:1678_in_England	 
@@2	رده:سوئد در ۱۶۸۰ (میلادی)	Category:1680_in_Sweden	 
@@2	رده:انگلستان در ۱۶۸۹ (میلادی)	Category:1689_in_England	 
@@2	رده:سوئد در ۱۶۸۹ (میلادی)	Category:1689_in_Sweden	 
@@2	رده:فرانسه در ۱۶۹۰ (میلادی)	Category:1690_in_France	 
@@2	رده:اسکاتلند در ۱۶۹۰ (میلادی)	Category:1690_in_Scotland	 
@@2	رده:انگلستان در ۱۶۹۱ (میلادی)	Category:1691_in_England	 
@@2	رده:انگلستان در ۱۶۹۲ (میلادی)	Category:1692_in_England	 
@@2	رده:انگلستان در ۱۶۹۷ (میلادی)	Category:1697_in_England	 
@@2	رده:انگلستان در ۱۶۹۸ (میلادی)	Category:1698_in_England	 
@@2	رده:فرانسه در ۱۶۹۹ (میلادی)	Category:1699_in_France	 
@@2	رده:روسیه در ۱۷۴۰ (میلادی)	Category:1740_in_Russia	 
@@2	رده:روسیه در ۱۷۴۳ (میلادی)	Category:1743_in_Russia	 
@@2	رده:روسیه در ۱۷۴۵ (میلادی)	Category:1745_in_Russia	 
@@2	رده:اسکاتلند در ۱۷۴۵ (میلادی)	Category:1745_in_Scotland	 
@@2	رده:روسیه در ۱۸۰۲ (میلادی)	Category:1802_in_Russia	 
@@2	رده:آلمان در ۱۸۰۳ (میلادی)	Category:1803_in_Germany	 
@@2	رده:روسیه در ۱۸۰۸ (میلادی)	Category:1808_in_Russia	 
@@2	رده:اسپانیا در ۱۸۱۰ (میلادی)	Category:1810_in_Spain	 
@@2	رده:اسپانیا در ۱۸۱۱ (میلادی)	Category:1811_in_Spain	 
@@2	رده:ایران در ۱۸۴۸ (میلادی)	Category:1848_in_Iran	 
@@2	رده:ادبیات در ۱۸۵۹ (میلادی)	Category:1859_in_literature	 
@@2	رده:روسیه در ۱۸۸۵ (میلادی)	Category:1885_in_Russia	 
@@2	رده:ادبیات در ۱۹۰۱ (میلادی)	Category:1901_in_literature	 
@@2	رده:سوریه عثمانی در ۱۹۰۲ (میلادی)	Category:1902_in_Ottoman_Syria	 
@@2	رده:ادبیات در ۱۹۰۵ (میلادی)	Category:1905_in_literature	 
@@2	رده:ادبیات در ۱۹۰۶ (میلادی)	Category:1906_in_literature	 
@@2	رده:نروژ در ۱۹۰۷ (میلادی)	Category:1907_in_Norway	 
@@2	رده:ادبیات در ۱۹۰۷ (میلادی)	Category:1907_in_literature	 
@@2	رده:هند در ۱۹۰۹ (میلادی)	Category:1909_in_India	 
@@2	رده:ادبیات در ۱۹۰۹ (میلادی)	Category:1909_in_literature	 
@@2	رده:موسیقی در ۱۹۰۹ (میلادی)	Category:1909_in_music	 
